IDCliente,Genero,Idoso,PossuiParceiro,PossuiDependentes,MesesDeServico,ServicoTelefonico,MultiplasLinhas,TipoInternet,SegurancaOnline,BackupOnline,ProtecaoDispositivo,SuporteTecnico,StreamingTV,StreamingFilmes,TipoContrato,FaturaDigital,MetodoPagamento,CobrancaMensal,CobrancaTotal,Cancelou
7707-PYBBH,Masculino,0,Não,Não,40,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,ChequeCorreio,61.9,2647.1,Não
9313-QOLTZ,Masculino,0,Não,Não,26,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.9,518.3,Não
6654-QGBZZ,Feminino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.9,19.9,Não
6877-LGWXO,Masculino,1,Sim,Não,18,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Não,ChequeEletronico,78.55,1422.65,Sim
8020-BWHYL,Feminino,1,Não,Não,15,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,75.3,1147.45,Sim
3594-IVHJZ,Feminino,0,Não,Não,2,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,20.45,42.45,Não
9507-EXLTT,Feminino,0,Sim,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,79.35,79.35,Sim
9793-WECQC,Masculino,0,Não,Não,23,Sim,Não,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,ChequeCorreio,95.3,2192.9,Não
1266-NZYUI,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Não,TransferenciaBancariaAutomatica,66.85,4758.8,Não
2342-CKIAO,Feminino,0,Não,Não,2,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.3,41.2,Não
6963-EZQEE,Masculino,1,Sim,Não,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,88.55,6306.5,Não
2796-NNUFI,Feminino,0,Sim,Sim,46,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,19.95,927.1,Não
3486-NPGST,Feminino,0,Não,Não,36,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,19.55,620.75,Não
9070-BCKQP,Feminino,0,Sim,Não,72,Sim,Sim,FibraOptica,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,110.15,7881.2,Não
7742-MYPGI,Feminino,0,Sim,Sim,6,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,ChequeCorreio,48.8,297.35,Não
9929-PLVPA,Feminino,0,Não,Sim,4,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,CartaoCreditoAutomatico,20.4,94.5,Não
9124-LHCJQ,Feminino,0,Não,Não,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeCorreio,85.45,85.45,Sim
2792-LSHWX,Feminino,0,Não,Não,1,Sim,Não,FibraOptica,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,ChequeCorreio,83.4,83.4,Não
9330-IJWIO,Feminino,0,Não,Não,13,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,100.35,1358.85,Sim
0617-AQNWT,Feminino,0,Sim,Não,64,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Sim,Não,Sim,Bienal,Não,ChequeEletronico,47.85,3147.5,Sim
0895-UADGO,Masculino,0,Não,Sim,8,Não,SemServicoTelefonico,DSL,Sim,Não,Não,Sim,Não,Sim,Bienal,Sim,ChequeCorreio,44.55,343.45,Não
7255-SSFBC,Masculino,0,Sim,Sim,72,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,112.25,8041.65,Não
5834-ASPWA,Masculino,0,Não,Não,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,75.45,75.45,Sim
4132-KALRO,Feminino,0,Não,Não,4,Sim,Sim,FibraOptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,ChequeCorreio,100.85,399.25,Não
8064-RAVOH,Masculino,0,Não,Sim,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,ChequeEletronico,49.85,49.85,Não
8028-PNXHQ,Masculino,0,Sim,Sim,62,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,24.25,1424.6,Não
9508-ILZDG,Feminino,1,Não,Não,34,Sim,Sim,FibraOptica,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,ChequeEletronico,96.35,3190.25,Não
4361-JEIVL,Masculino,0,Não,Sim,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,44.4,44.4,Sim
2430-USGXP,Masculino,0,Sim,Não,24,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,101.05,2391.8,Sim
5965-GGPRW,Masculino,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Não,Sim,Não,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,105.25,7609.75,Não
2542-HYGIQ,Feminino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,CartaoCreditoAutomatico,19.95,19.95,Não
1035-IPQPU,Feminino,1,Sim,Não,63,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,103.5,6479.4,Não
3617-XLSGQ,Feminino,0,Sim,Sim,66,Sim,Sim,FibraOptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,109.25,7082.5,Não
9107-UKCKY,Masculino,0,Sim,Não,61,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,ChequeEletronico,79.8,4914.8,Não
5146-YYFRZ,Masculino,0,Não,Não,67,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,19.95,1311.75,Não
5649-VUKMC,Feminino,0,Não,Não,12,Sim,Não,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Anual,Não,ChequeCorreio,95.5,1115.15,Sim
3472-OAOOR,Masculino,0,Sim,Sim,19,Não,SemServicoTelefonico,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,34.95,610.2,Não
0397-ZXWQF,Masculino,0,Não,Não,67,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,20.5,1430.95,Não
1346-UFHAX,Feminino,0,Não,Não,13,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,80.0,1029.35,Não
7252-NTGSS,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,45.15,45.15,Não
3198-VELRD,Feminino,0,Sim,Sim,3,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,84.75,264.85,Sim
3407-QGWLG,Masculino,0,Não,Sim,3,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,20.05,75.45,Não
9874-QLCLH,Feminino,0,Sim,Sim,17,Sim,Sim,FibraOptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,104.2,1743.5,Sim
8668-KNZTI,Masculino,0,Não,Não,52,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Não,ChequeEletronico,53.75,2790.65,Não
8249-THVEC,Masculino,0,Sim,Sim,51,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,19.4,997.75,Não
6060-DRTNL,Feminino,1,Não,Não,5,Sim,Não,FibraOptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,ChequeCorreio,84.85,415.55,Sim
6773-LQTVT,Feminino,1,Sim,Sim,29,Não,SemServicoTelefonico,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,ChequeCorreio,35.65,1025.15,Não
7853-GVUDZ,Feminino,0,Sim,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,CartaoCreditoAutomatico,20.15,20.15,Sim
4897-QSUYC,Feminino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,20.15,20.15,Sim
5197-PYEPU,Feminino,0,Sim,Sim,42,Sim,Sim,FibraOptica,Sim,Sim,Não,Não,Sim,Não,Anual,Sim,CartaoCreditoAutomatico,94.45,3923.8,Não
3785-NRHYR,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.65,19.65,Não
6087-MVHJH,Feminino,0,Não,Não,16,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,88.45,1422.1,Sim
1685-VAYJF,Masculino,0,Não,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,CartaoCreditoAutomatico,45.2,492.0,Não
9912-GVSEQ,Feminino,1,Sim,Não,26,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,93.85,2381.55,Sim
4636-OLWOE,Masculino,0,Não,Sim,54,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Anual,Sim,ChequeEletronico,61.0,3283.05,Não
9600-UDOPK,Masculino,0,Sim,Não,30,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,94.05,2866.45,Sim
8631-NBHFZ,Masculino,1,Sim,Sim,66,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Não,CartaoCreditoAutomatico,79.4,5154.6,Sim
1053-MXTTK,Feminino,0,Sim,Sim,72,Sim,Não,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,108.65,7726.35,Não
3549-ZTMNH,Masculino,0,Sim,Sim,12,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,24.0,269.65,Não
7825-ECJRF,Feminino,0,Não,Não,19,Sim,Não,FibraOptica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,106.6,1934.45,Sim
6439-LAJXL,Masculino,0,Sim,Não,9,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,ChequeCorreio,68.95,593.85,Não
4075-WKNIU,Feminino,0,Sim,Sim,0,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Não,ChequeCorreio,73.35,,Não
8042-RNLKO,Masculino,0,Não,Não,66,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,TransferenciaBancariaAutomatica,25.45,1699.15,Não
4881-JVQOD,Masculino,1,Sim,Sim,10,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,34.55,362.6,Não
9593-CVZKR,Feminino,0,Sim,Sim,56,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,24.45,1385.85,Não
9972-EWRJS,Feminino,0,Sim,Sim,67,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,19.25,1372.9,Não
9888-ZCUMM,Masculino,0,Sim,Sim,64,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,60.05,3845.45,Não
1265-ZFOSD,Feminino,0,Sim,Não,64,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Sim,ChequeCorreio,81.3,5129.3,Não
6078-VESFR,Masculino,1,Sim,Não,13,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Não,TransferenciaBancariaAutomatica,70.45,849.1,Não
0306-JAELE,Masculino,0,Não,Não,5,Sim,Não,FibraOptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,96.1,453.4,Sim
7075-BNDVQ,Feminino,0,Não,Não,4,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Não,ChequeCorreio,35.0,135.75,Não
2208-MPXIO,Feminino,0,Sim,Sim,45,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,20.0,886.4,Não
3096-GKWEB,Masculino,0,Sim,Não,18,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,94.75,1691.9,Não
7404-JLKQG,Feminino,0,Não,Não,3,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Não,ChequeEletronico,57.55,161.45,Não
5049-GLYVG,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.6,20.6,Sim
6704-UTUKK,Masculino,0,Sim,Não,29,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,45.9,1332.4,Não
9397-TZSHA,Feminino,0,Não,Não,69,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,24.6,1678.05,Não
4686-UXDML,Feminino,0,Não,Não,21,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,99.85,1992.55,Não
3808-HFKDE,Feminino,0,Não,Não,20,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,44.35,927.15,Não
3580-HYCSP,Masculino,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,110.3,7966.9,Não
9795-VOWON,Masculino,0,Não,Não,7,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Não,Anual,Sim,CartaoCreditoAutomatico,24.35,150.85,Não
2159-TURXX,Masculino,0,Não,Não,5,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,CartaoCreditoAutomatico,20.05,95.55,Não
0096-BXERS,Feminino,0,Sim,Não,6,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,50.35,314.55,Não
6507-DTJZV,Masculino,0,Não,Sim,13,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Não,CartaoCreditoAutomatico,66.4,831.75,Não
9962-BFPDU,Feminino,0,Sim,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.05,20.05,Não
4587-NUKOX,Feminino,0,Não,Não,3,Sim,Não,FibraOptica,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,79.1,246.5,Sim
4060-LDNLU,Masculino,0,Não,Não,7,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,ChequeEletronico,96.2,639.7,Não
2379-ENZGV,Masculino,0,Não,Não,6,Sim,Não,FibraOptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,84.85,523.5,Sim
4877-EVATK,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.0,20.0,Sim
9442-JTWDL,Feminino,0,Não,Não,11,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,CartaoCreditoAutomatico,20.05,237.7,Não
2748-MYRVK,Feminino,0,Não,Não,63,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Anual,Não,TransferenciaBancariaAutomatica,99.9,6137.0,Sim
3966-HRMZA,Feminino,1,Não,Não,3,Sim,Não,FibraOptica,Não,Não,Sim,Não,Não,Não,Mensal,Não,ChequeCorreio,75.05,202.9,Não
2862-JVEOY,Masculino,0,Não,Não,6,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,19.15,124.4,Não
9489-DEDVP,Feminino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Não,Não,Sim,Não,Bienal,Sim,CartaoCreditoAutomatico,69.2,4872.35,Não
9469-WEJBT,Masculino,0,Sim,Não,37,Sim,Não,FibraOptica,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,ChequeEletronico,90.35,3419.3,Não
2384-OVPSA,Feminino,1,Não,Não,38,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,20.2,735.9,Não
2186-QZEYA,Feminino,1,Não,Não,29,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,58.55,1718.95,Não
6202-JVYEU,Masculino,0,Não,Não,9,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,ChequeEletronico,19.9,164.6,Não
6419-ZTTLE,Masculino,1,Sim,Não,23,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,ChequeEletronico,20.75,485.2,Não
1891-UAWWU,Feminino,1,Sim,Não,20,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Não,Mensal,Não,ChequeEletronico,90.8,1951.0,Sim
6963-KQYQB,Feminino,0,Sim,Sim,70,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,24.05,1764.75,Não
2521-NPUZR,Masculino,0,Sim,Não,70,Sim,Não,FibraOptica,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,CartaoCreditoAutomatico,101.0,7085.5,Não
8242-SOQUO,Feminino,1,Não,Não,5,Sim,Não,FibraOptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,84.7,392.5,Não
9823-EALYC,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Sim,TransferenciaBancariaAutomatica,80.85,5727.45,Não
2314-TNDJQ,Feminino,0,Sim,Sim,72,Não,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,CartaoCreditoAutomatico,55.65,3880.05,Não
9714-EDSUC,Masculino,0,Não,Não,4,Sim,Não,FibraOptica,Sim,Sim,Não,Sim,Não,Sim,Mensal,Sim,ChequeCorreio,94.9,360.55,Não
1383-EZRWL,Feminino,0,Não,Não,7,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.05,164.85,Sim
6617-WLBQC,Feminino,0,Sim,Sim,23,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Não,Anual,Não,CartaoCreditoAutomatico,81.85,1810.85,Não
6652-YFFJO,Feminino,0,Não,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,64.9,716.1,Não
1401-FTHFQ,Masculino,0,Sim,Sim,23,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,CartaoCreditoAutomatico,20.0,445.3,Não
1803-BGNBD,Feminino,0,Não,Não,12,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,ChequeEletronico,54.3,654.5,Não
1470-PSXNM,Masculino,0,Sim,Sim,49,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Não,Anual,Sim,ChequeEletronico,93.65,4520.15,Não
9185-TQCVP,Masculino,0,Sim,Não,14,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,85.15,1139.2,Sim
6481-LXPWL,Masculino,0,Sim,Sim,56,Não,SemServicoTelefonico,DSL,Não,Sim,Sim,Não,Não,Não,Anual,Sim,CartaoCreditoAutomatico,36.1,1971.5,Não
5066-GFJMM,Feminino,0,Sim,Não,3,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,19.9,45.75,Não
7519-JTWQH,Feminino,0,Não,Não,69,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,110.5,7455.45,Não
9957-YODKZ,Masculino,1,Sim,Não,6,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,ChequeEletronico,80.8,457.1,Não
8430-TWCBX,Feminino,0,Sim,Não,49,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,CartaoCreditoAutomatico,20.7,1032.05,Não
5955-ERIHD,Masculino,0,Sim,Não,18,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,94.7,1687.95,Sim
5186-SAMNZ,Masculino,1,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,69.5,69.5,Sim
5759-RCVCB,Feminino,0,Não,Não,3,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,CartaoCreditoAutomatico,35.2,108.95,Sim
0220-EBGCE,Masculino,0,Não,Não,2,Sim,Não,FibraOptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,85.85,167.3,Sim
7427-AUFPY,Masculino,0,Não,Não,54,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,19.65,1008.7,Não
3221-CJMSG,Masculino,0,Não,Não,24,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,51.1,1269.6,Não
4194-FJARJ,Feminino,0,Sim,Sim,54,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Bienal,Não,TransferenciaBancariaAutomatica,60.0,3273.95,Não
8138-EALND,Masculino,0,Não,Não,15,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.75,311.6,Não
8345-MVDYC,Feminino,0,Não,Não,45,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,81.65,3618.7,Não
6119-SPUDB,Masculino,0,Não,Não,46,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Não,ChequeCorreio,38.25,1755.35,Não
1202-KKGFU,Feminino,0,Sim,Não,12,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,TransferenciaBancariaAutomatica,54.2,690.5,Não
6556-DBKZF,Feminino,0,Sim,Sim,71,Sim,Não,FibraOptica,Não,Não,Sim,Não,Não,Não,Bienal,Não,ChequeEletronico,76.05,5436.45,Não
6339-DKLMK,Feminino,0,Não,Não,13,Não,SemServicoTelefonico,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,31.65,389.95,Não
1977-STDKI,Feminino,1,Não,Não,1,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,73.0,73.0,Sim
4001-TSBTV,Feminino,0,Sim,Sim,58,Sim,Não,FibraOptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,ChequeEletronico,91.55,5511.65,Não
7912-SYRQT,Feminino,0,Não,Não,7,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,75.1,552.95,Sim
4779-ZGICK,Masculino,0,Sim,Sim,48,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,23.55,1173.35,Não
0670-ANMUU,Masculino,0,Não,Não,71,Sim,Sim,FibraOptica,Sim,Não,Não,Sim,Não,Sim,Anual,Não,CartaoCreditoAutomatico,97.65,6687.85,Não
8735-NBLWT,Masculino,0,Não,Sim,9,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.4,184.1,Não
8930-XOTDP,Feminino,0,Sim,Sim,18,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,ChequeCorreio,55.95,1082.8,Não
